,Unnamed: 0,gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,distance,tuition,education,income,region,filled_wage
2221,2222,female,other,58.27999878,no,no,yes,no,8.899999618999999,12.0,1.016170025,12,low,other,10.14999962
2222,2223,male,other,57.0,no,no,yes,no,8.899999618999999,12.0,1.016170025,16,low,other,10.14999962
2223,2224,male,other,50.75,no,no,no,no,8.899999618999999,12.0,1.016170025,12,low,other,10.14999962
2224,2225,female,other,46.24000168,no,no,yes,no,8.899999618999999,12.0,1.016170025,12,low,other,10.14999962
2225,2226,male,other,56.75999832,no,no,yes,no,8.899999618999999,12.0,1.016170025,14,low,other,10.14999962
2226,2227,female,other,44.5,no,no,yes,no,14.80000019,3.0,1.1258699890000001,12,low,other,10.81000042
2227,2228,female,other,62.81000137,no,no,yes,no,14.80000019,3.0,1.1258699890000001,16,high,other,10.81000042
2228,2229,female,other,56.00999832,no,no,yes,no,14.80000019,3.0,1.1258699890000001,12,low,other,10.81000042
2229,2230,male,other,61.18999863,no,no,yes,no,8.899999618999999,3.5,1.016170025,16,low,other,10.14999962
2230,2231,male,other,64.94000244,no,no,yes,no,8.899999618999999,3.5,1.016170025,16,low,other,10.14999962
2231,2232,male,other,42.47000122,no,no,yes,no,8.899999618999999,3.5,1.016170025,12,high,other,10.14999962
2232,2233,female,other,67.45999908,no,no,yes,no,8.899999618999999,3.5,1.016170025,12,low,other,10.14999962
2233,2234,male,other,60.34000015,no,no,no,no,8.899999618999999,3.5,1.016170025,14,low,other,10.14999962
2234,2235,female,hispanic,48.93000031,no,no,yes,no,8.899999618999999,3.5,1.016170025,12,low,other,10.14999962
2235,2236,female,other,61.02999878,no,no,yes,no,8.899999618999999,3.5,1.016170025,16,low,other,10.14999962
2236,2237,female,other,54.70999908,no,no,yes,no,8.899999618999999,3.5,1.016170025,18,high,other,10.14999962
2237,2238,female,other,50.56000137,yes,no,yes,no,8.899999618999999,3.5,1.016170025,12,low,other,10.14999962
2238,2239,male,other,60.70999908,no,no,yes,no,8.899999618999999,3.5,1.016170025,14,low,other,10.14999962
2239,2240,male,other,39.54999924,no,no,yes,no,11.89999962,0.10000000099999999,1.1662800309999999,12,low,other,12.14999962
2240,2241,female,other,46.43000031,no,no,yes,no,11.89999962,0.10000000099999999,1.1662800309999999,12,low,other,12.14999962
2241,2242,male,other,36.00999832,no,no,yes,no,11.89999962,0.10000000099999999,1.1662800309999999,12,high,other,12.14999962
2242,2243,female,hispanic,44.75999832,no,no,no,no,11.89999962,0.10000000099999999,1.1662800309999999,12,low,other,12.14999962
2243,2244,female,other,59.54000092,no,yes,yes,no,11.89999962,0.10000000099999999,1.1662800309999999,12,high,other,12.14999962
2244,2245,female,other,69.37999725,no,no,yes,no,6.6999998089999995,3.0,1.016170025,12,low,other,10.14999962
2245,2246,male,other,61.18000031,no,no,yes,no,6.6999998089999995,3.0,1.016170025,16,low,other,10.14999962
2246,2247,male,other,50.75,no,no,yes,no,6.6999998089999995,3.0,1.016170025,12,high,other,10.14999962
2247,2248,male,other,58.38000107,no,no,yes,no,6.6999998089999995,3.0,1.016170025,12,low,other,10.14999962
2248,2249,male,other,55.06999969,no,no,no,no,6.6999998089999995,3.0,1.016170025,12,low,other,10.14999962
2249,2250,male,other,55.52000046,no,no,yes,no,6.6999998089999995,3.0,1.016170025,12,low,other,10.14999962
2250,2251,female,other,51.27000046,no,no,yes,no,6.6999998089999995,3.0,1.016170025,16,low,other,10.14999962
2251,2252,male,other,67.98000336,no,no,yes,no,6.6999998089999995,3.0,1.016170025,16,low,other,10.14999962
2252,2253,female,other,52.02999878,yes,yes,yes,no,7.8000001910000005,1.7999999519999998,1.016170025,16,low,other,10.14999962
2253,2254,male,other,52.15000153,no,no,yes,no,7.8000001910000005,1.7999999519999998,1.016170025,12,low,other,10.14999962
2254,2255,male,other,54.15999985,no,no,yes,no,7.8000001910000005,1.7999999519999998,1.016170025,15,low,other,10.14999962
2255,2256,male,other,40.34999847,no,no,yes,no,7.8000001910000005,1.7999999519999998,1.016170025,12,low,other,10.14999962
2256,2257,male,other,57.18000031,no,no,yes,no,7.8000001910000005,1.7999999519999998,1.016170025,17,low,other,10.14999962
2257,2258,male,hispanic,51.84999847,no,no,yes,yes,11.80000019,0.300000012,1.1258699890000001,14,low,other,10.81000042
2258,2259,female,hispanic,61.84000015,no,no,yes,yes,11.80000019,0.300000012,1.1258699890000001,12,low,other,10.81000042
2259,2260,female,other,49.45000076,no,no,yes,yes,11.80000019,0.300000012,1.1258699890000001,16,low,other,10.81000042
2260,2261,male,afam,35.86999893,no,no,yes,yes,11.80000019,0.300000012,1.1258699890000001,12,high,other,10.81000042
2261,2262,male,hispanic,51.68000031,no,no,yes,yes,11.80000019,0.300000012,1.1258699890000001,16,low,other,10.81000042
2262,2263,female,afam,46.84999847,no,no,yes,yes,11.80000019,0.300000012,1.1258699890000001,16,high,other,10.81000042
2263,2264,male,other,59.54000092,no,no,yes,no,10.39999962,2.299999952,1.1258699890000001,12,low,other,10.81000042
2264,2265,male,other,61.22999954,no,yes,yes,no,10.39999962,2.299999952,1.1258699890000001,12,high,other,10.81000042
2265,2266,female,other,68.04000092,yes,no,yes,no,10.39999962,2.299999952,1.1258699890000001,16,high,other,10.81000042
2266,2267,female,other,39.63999939,no,no,yes,no,10.39999962,2.299999952,1.1258699890000001,12,low,other,10.81000042
2267,2268,female,afam,43.00999832,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,13,low,other,10.81000042
2268,2269,female,hispanic,44.29999924,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,12,low,other,10.81000042
2269,2270,female,afam,40.79000092,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,13,low,other,10.81000042
2270,2271,male,afam,40.86000061,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,13,low,other,10.81000042
2271,2272,male,afam,39.79000092,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,12,low,other,10.81000042
2272,2273,female,afam,35.84999847,no,no,no,yes,11.80000019,0.5,1.1258699890000001,12,high,other,10.81000042
2273,2274,female,afam,35.36999893,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,12,low,other,10.81000042
2274,2275,female,afam,40.63000107,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,12,low,other,10.81000042
2275,2276,female,afam,50.02000046,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,12,low,other,10.81000042
2276,2277,female,afam,41.86000061,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,14,low,other,10.81000042
2277,2278,female,afam,39.25,no,no,yes,yes,11.80000019,0.5,1.1258699890000001,12,low,other,10.81000042
2278,2279,female,afam,38.72000122,no,no,yes,yes,13.80000019,0.5,1.1662800309999999,13,low,other,12.14999962
2279,2280,female,afam,37.00999832,no,no,yes,yes,13.80000019,0.5,1.1662800309999999,16,high,other,12.14999962
2280,2281,female,afam,51.45999908,no,no,yes,no,13.80000019,0.5,1.1662800309999999,12,low,other,12.14999962
2281,2282,female,afam,36.16999817,no,no,yes,yes,13.80000019,0.5,1.1662800309999999,12,low,other,12.14999962
2282,2283,female,other,34.88999939,no,no,yes,yes,13.80000019,0.5,1.1662800309999999,12,high,other,12.14999962
2283,2284,male,other,65.25,yes,yes,yes,no,9.899999618999999,0.200000003,1.1662800309999999,17,low,other,12.14999962
2284,2285,male,afam,47.5,yes,yes,yes,no,9.899999618999999,0.200000003,1.1662800309999999,13,high,other,12.14999962
2285,2286,female,other,43.09000015,yes,no,yes,no,9.899999618999999,0.200000003,1.1662800309999999,14,high,other,12.14999962
2286,2287,female,other,57.18999863,no,no,yes,no,9.899999618999999,0.200000003,1.1662800309999999,12,low,other,12.149999620000015
2287,2288,male,other,64.36000061,yes,yes,yes,no,9.899999618999999,0.200000003,1.1662800309999999,16,high,other,12.14999962
2288,2289,male,other,65.05000305,yes,no,yes,no,9.899999618999999,0.200000003,1.1662800309999999,16,low,other,12.14999962
2289,2290,female,other,42.38000107,yes,no,yes,no,9.899999618999999,0.200000003,1.1662800309999999,12,low,other,12.14999962
2290,2291,female,other,40.29000092,no,no,yes,yes,11.5,1.399999976,1.1662800309999999,12,low,other,12.14999962
2291,2292,male,other,60.61000061,yes,yes,yes,yes,11.5,1.399999976,1.1662800309999999,16,high,other,12.14999962
2292,2293,female,other,45.99000168,no,yes,yes,yes,11.5,1.399999976,1.1662800309999999,13,low,other,12.14999962
2293,2294,female,afam,62.33000183,no,no,yes,yes,11.5,1.399999976,1.1662800309999999,13,low,other,12.14999962
2294,2295,male,other,59.41999817,no,no,yes,yes,11.5,1.399999976,1.1662800309999999,16,high,other,12.14999962
2295,2296,male,other,50.25,no,no,yes,yes,11.5,1.399999976,1.1662800309999999,13,high,other,12.14999962
2296,2297,female,afam,42.61000061,no,no,yes,yes,11.5,1.399999976,1.1662800309999999,13,low,other,12.14999962
2297,2298,female,other,44.99000168,no,no,yes,no,13.0,1.0,1.1662800309999999,14,low,other,12.14999962
2298,2299,female,other,49.29000092,yes,no,yes,no,13.0,1.0,1.1662800309999999,12,low,other,12.14999962
2299,2300,male,other,53.31000137,no,no,yes,no,13.0,1.0,1.1662800309999999,13,low,other,12.14999962
2300,2301,female,other,55.36000061,no,yes,yes,no,13.0,1.0,1.1662800309999999,14,high,other,12.14999962
2301,2302,male,other,58.09999847,no,no,yes,no,13.0,1.0,1.1662800309999999,13,high,other,12.14999962
2302,2303,male,other,49.27000046,yes,no,yes,no,13.0,1.0,1.1662800309999999,16,high,other,12.14999962
2303,2304,female,other,54.25999832,no,no,yes,no,13.0,1.0,1.1662800309999999,12,low,other,12.14999962
2304,2305,female,afam,43.04999924,no,no,yes,yes,7.6999998089999995,0.5,1.1258699890000001,12,low,other,10.81000042
2305,2306,female,other,49.86999893,no,no,yes,yes,7.6999998089999995,0.5,1.1258699890000001,12,high,other,10.81000042
2306,2307,female,other,50.88770227922496,no,no,yes,yes,7.6999998089999995,0.5,1.1258699890000001,12,low,other,10.81000042
2307,2308,female,afam,37.15000153,no,no,no,yes,7.6999998089999995,0.200000003,1.1258699890000001,12,low,other,10.81000042
2308,2309,female,other,53.18999863,no,no,yes,yes,7.6999998089999995,0.200000003,1.1258699890000001,14,high,other,10.81000042
2309,2310,female,other,66.83999634,yes,yes,yes,no,10.30000019,3.0,1.1258699890000001,17,high,other,10.81000042
2310,2311,female,other,57.90999985,no,no,no,no,10.30000019,3.0,1.1258699890000001,13,low,other,10.81000042
2311,2312,female,other,54.97999954,no,no,yes,no,10.30000019,3.0,1.1258699890000001,12,low,other,10.81000042
2312,2313,female,other,39.54999924,no,no,no,no,10.30000019,3.0,1.1258699890000001,12,low,other,10.81000042
2313,2314,female,other,57.0,no,yes,yes,no,10.30000019,3.0,1.1258699890000001,15,low,other,10.81000042
2314,2315,female,other,51.81000137,yes,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,16,high,other,10.81000042
2315,2316,male,other,39.75,no,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,12,low,other,10.81000042
2316,2317,female,hispanic,47.50999832,no,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,12,high,other,10.81000042
2317,2318,male,other,61.40999985,no,no,no,no,8.399999618999999,1.600000024,1.1258699890000001,12,low,other,10.81000042
2318,2319,male,hispanic,64.80999756,no,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,16,low,other,10.81000042
2319,2320,female,other,57.43999863,no,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,15,high,other,10.81000042
2320,2321,female,other,63.43000031,no,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,12,low,other,10.81000042
2321,2322,female,other,49.68999863,yes,no,yes,no,8.399999618999999,1.600000024,1.1258699890000001,12,low,other,10.81000042
2322,2323,female,other,55.29000092,yes,yes,yes,no,12.0,0.800000012,1.1662800309999999,16,low,other,12.14999962
2323,2324,female,other,52.22999954,no,no,yes,no,12.0,0.800000012,1.1662800309999999,12,low,other,12.14999962
2324,2325,female,other,63.27000046,yes,yes,yes,no,12.0,0.800000012,1.1662800309999999,18,high,other,12.14999962
2325,2326,male,other,44.59000015,no,no,yes,no,12.0,0.800000012,1.1662800309999999,12,low,other,12.14999962
2326,2327,male,other,53.22999954,yes,yes,yes,no,12.0,0.800000012,1.1662800309999999,15,high,other,12.14999962
2327,2328,female,other,46.84000015,no,no,yes,no,12.0,0.800000012,1.1662800309999999,13,low,other,12.14999962
2328,2329,female,other,57.34000015,yes,yes,yes,no,12.0,0.800000012,1.1662800309999999,15,low,other,12.14999962
2329,2330,female,other,64.87999725,no,no,yes,no,12.0,0.800000012,1.1662800309999999,13,low,other,12.14999962
2330,2331,female,hispanic,40.70999908,no,no,no,no,12.0,0.800000012,1.1662800309999999,12,low,other,12.14999962
2331,2332,male,hispanic,46.90999985,no,no,yes,no,12.0,0.800000012,1.1662800309999999,12,high,other,12.14999962
2332,2333,male,other,35.20999908,no,no,yes,no,12.0,0.800000012,1.1662800309999999,12,low,other,12.14999962
2333,2334,male,afam,42.63999939,no,no,yes,no,11.80000019,0.200000003,1.1258699890000001,13,low,other,10.81000042
2334,2335,male,afam,38.06999969,no,no,yes,no,11.80000019,0.200000003,1.1258699890000001,13,low,other,10.81000042
2335,2336,male,other,53.34999847,yes,yes,yes,no,11.80000019,0.200000003,1.1258699890000001,18,low,other,10.81000042
2336,2337,female,other,55.06000137,yes,yes,yes,no,11.80000019,0.200000003,1.1258699890000001,17,high,other,10.81000042
2337,2338,male,other,37.81000137,no,no,yes,no,11.80000019,0.200000003,1.1258699890000001,13,low,other,10.81000042
2338,2339,male,hispanic,51.90999985,no,no,no,no,11.80000019,0.200000003,1.1258699890000001,15,low,other,10.81000042
2339,2340,male,other,60.99000168,no,no,yes,no,11.80000019,0.200000003,1.1258699890000001,12,low,other,10.81000042
2340,2341,female,other,59.79999924,no,no,yes,yes,6.3000001910000005,0.300000012,1.016170025,12,low,other,10.14999962
2341,2342,male,other,60.49000168,no,no,yes,yes,6.3000001910000005,0.300000012,1.016170025,17,low,other,10.14999962
2342,2343,male,other,60.68000031,no,no,yes,yes,6.3000001910000005,0.300000012,1.016170025,12,low,other,10.14999962
2343,2344,male,other,52.75999832,no,no,yes,yes,6.3000001910000005,0.300000012,1.016170025,12,high,other,10.14999962
2344,2345,female,afam,39.24000168,yes,yes,yes,yes,6.3000001910000005,0.300000012,1.016170025,12,low,other,10.14999962
2345,2346,male,hispanic,40.58000183,no,no,yes,yes,6.3000001910000005,0.300000012,1.016170025,13,low,other,10.14999962
2346,2347,male,afam,39.38000107,no,no,yes,yes,6.3000001910000005,0.5,1.016170025,12,low,other,10.14999962
2347,2348,female,other,51.95000076,no,no,yes,no,6.3000001910000005,0.5,1.016170025,12,low,other,10.14999962
2348,2349,female,other,51.63000107,no,no,yes,no,11.39999962,2.0,1.1258699890000001,12,low,other,10.81000042
2349,2350,male,other,67.01000214,yes,no,yes,no,11.39999962,2.0,1.1258699890000001,17,high,other,10.81000042
2350,2351,female,other,53.86999893,no,no,yes,no,11.39999962,2.0,1.1258699890000001,12,low,other,10.81000042
2351,2352,male,other,58.29000092,no,no,no,no,11.39999962,2.0,1.1258699890000001,15,low,other,10.81000042
2352,2353,female,other,45.25999832,no,no,yes,no,11.39999962,2.0,1.1258699890000001,12,low,other,10.81000042
2353,2354,male,other,51.09999847,no,no,yes,no,8.899999618999999,2.0,1.1662800309999999,12,high,other,12.14999962
2354,2355,male,other,47.88000107,no,no,yes,no,8.899999618999999,2.0,1.1662800309999999,12,low,other,12.14999962
2355,2356,female,other,61.34999847,yes,no,yes,no,8.899999618999999,2.0,1.1662800309999999,12,low,other,12.14999962
2356,2357,male,hispanic,54.93999863,no,no,yes,no,8.899999618999999,2.0,1.1662800309999999,12,low,other,12.14999962
2357,2358,male,hispanic,54.90999985,no,no,yes,no,8.899999618999999,2.0,1.1662800309999999,13,low,other,12.14999962
2358,2359,female,other,56.52000046,no,no,yes,no,8.899999618999999,2.0,1.1662800309999999,13,low,other,12.14999962
2359,2360,male,other,58.91999817,no,no,yes,no,11.10000038,1.0,1.1662800309999999,16,low,other,12.14999962
2360,2361,male,other,38.68000031,no,no,yes,no,11.10000038,1.0,1.1662800309999999,12,low,other,12.14999962
2361,2362,male,other,51.65000153,no,no,yes,no,11.10000038,1.0,1.1662800309999999,13,high,other,12.14999962
2362,2363,female,other,38.93000031,no,no,yes,yes,9.699999809,1.0,0.9318699840000001,12,low,other,10.27999973
2363,2364,male,other,42.77999878,no,no,yes,yes,9.699999809,1.0,0.9318699840000001,13,low,other,10.27999973
2364,2365,male,other,34.45000076,no,no,yes,yes,9.699999809,1.0,0.9318699840000001,12,low,other,10.27999973
2365,2366,male,other,68.80000305,no,yes,yes,no,6.900000095,0.5,0.9318699840000001,16,high,other,10.27999973
2366,2367,female,other,57.36999893,yes,yes,yes,no,6.900000095,0.5,0.9318699840000001,16,high,other,10.27999973
2367,2368,female,other,65.05000305,yes,yes,yes,no,6.900000095,0.5,0.9318699840000001,16,high,other,10.27999973
2368,2369,male,other,62.65999985,no,no,yes,no,6.900000095,0.5,0.9318699840000001,17,low,other,10.27999973
2369,2370,male,other,63.95000076,yes,yes,yes,no,6.900000095,0.5,0.9318699840000001,16,high,other,10.27999973
2370,2371,female,other,50.66999817,no,no,no,no,6.900000095,0.5,0.9318699840000001,12,high,other,10.27999973
2371,2372,male,hispanic,40.84999847,no,no,no,no,6.900000095,0.5,0.9318699840000001,12,low,other,10.27999973
2372,2373,male,other,56.47999954,no,no,no,no,6.900000095,0.5,0.9318699840000001,16,low,other,10.27999973
2373,2374,male,other,54.54000092,yes,yes,yes,no,6.900000095,0.5,0.9318699840000001,17,high,other,10.27999973
2374,2375,male,other,54.11000061,yes,no,yes,no,6.900000095,0.5,0.9318699840000001,15,high,other,10.27999973
2375,2376,female,other,68.72000122,yes,yes,yes,no,6.900000095,0.5,0.9318699840000001,17,high,other,10.27999973
2376,2377,male,other,62.38000107,yes,yes,yes,no,8.0,0.800000012,0.9318699840000001,16,high,other,10.27999973
2377,2378,male,other,55.79999924,yes,no,yes,no,8.0,0.800000012,0.9318699840000001,17,high,other,10.27999973
2378,2379,female,afam,36.20000076,no,no,no,yes,7.3000001910000005,3.5,0.9318699840000001,12,low,other,10.27999973
2379,2380,female,afam,32.47999954,no,no,no,yes,7.3000001910000005,3.5,0.9318699840000001,12,low,other,10.27999973
2380,2381,female,afam,41.72000122,no,no,yes,yes,7.3000001910000005,3.5,0.9318699840000001,16,low,other,10.27999973
2381,2382,male,other,46.99000168,no,no,yes,yes,7.3000001910000005,3.5,0.9318699840000001,12,high,other,10.27999973
2382,2383,female,other,58.93999863,yes,no,yes,yes,7.3000001910000005,3.5,0.9318699840000001,14,low,other,10.27999973
2383,2384,male,hispanic,42.43999863,no,no,yes,no,5.5,0.5,0.9318699840000001,12,low,other,10.27999973
2384,2385,male,other,62.59000015,no,no,no,no,8.0,1.5,0.9318699840000001,17,low,other,10.27999973
2385,2386,female,other,57.86000061,no,no,yes,no,5.5,0.300000012,0.9318699840000001,16,high,other,10.27999973
2386,2387,male,other,66.38999939,no,no,yes,no,5.5,0.300000012,0.9318699840000001,16,low,other,10.27999973
2387,2388,male,other,64.23000336,no,no,yes,no,5.5,0.300000012,0.9318699840000001,16,low,other,10.27999973
2388,2389,male,other,54.84999847,no,no,yes,no,5.5,0.300000012,0.9318699840000001,16,low,other,10.27999973
2389,2390,male,other,62.06000137,no,no,yes,no,5.5,0.300000012,0.9318699840000001,12,low,other,10.27999973
2390,2391,female,hispanic,57.38000107,yes,no,yes,no,8.0,2.0,0.9318699840000001,17,high,other,10.27999973
2391,2392,female,other,57.99000168,no,no,yes,no,8.0,2.0,0.9318699840000001,12,high,other,10.27999973
2392,2393,female,afam,59.13000107,yes,yes,yes,yes,6.099999905,0.200000003,0.9318699840000001,17,high,other,10.27999973
2393,2394,female,other,55.27999878,no,no,yes,yes,6.099999905,0.200000003,0.9318699840000001,16,high,other,10.279999729999998
2394,2395,male,other,62.86999893,yes,yes,yes,yes,6.099999905,0.200000003,0.9318699840000001,13,high,other,10.27999973
2395,2396,female,other,47.18000031,no,no,no,yes,6.099999905,0.200000003,0.9318699840000001,12,low,other,10.27999973
2396,2397,female,other,54.43000031,yes,no,yes,yes,6.099999905,0.200000003,0.9318699840000001,15,high,other,10.27999973
2397,2398,male,other,67.04000092,yes,yes,yes,yes,6.099999905,0.200000003,0.9318699840000001,12,high,other,10.27999973
2398,2399,male,afam,54.04999924,no,no,yes,yes,6.099999905,0.200000003,0.9318699840000001,13,low,other,10.27999973
2399,2400,female,other,56.11999893,yes,yes,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,14,low,other,10.27999973
2400,2401,male,other,61.09999847,yes,no,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,13,high,other,10.27999973
2401,2402,male,other,56.75,no,no,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,14,low,other,10.27999973
2402,2403,female,other,57.81000137,no,yes,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,12,low,other,10.27999973
2403,2404,male,other,39.95999908,no,no,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,15,low,other,10.27999973
2404,2405,female,hispanic,46.41999817,no,no,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,16,low,other,10.27999973
2405,2406,male,other,57.16999817,no,no,yes,no,7.900000095,0.10000000099999999,0.9318699840000001,17,low,other,10.27999973
2406,2407,male,other,60.11000061,yes,yes,yes,no,5.5,0.800000012,0.9318699840000001,16,high,other,10.27999973
2407,2408,male,afam,55.65999985,no,yes,yes,no,5.5,0.800000012,0.9318699840000001,12,high,other,10.27999973
2408,2409,female,other,67.45999908,no,no,no,no,5.5,0.800000012,0.9318699840000001,16,low,other,10.27999973
2409,2410,female,afam,36.70000076,no,no,yes,no,8.0,0.600000024,0.9318699840000001,12,low,other,10.27999973
2410,2411,male,hispanic,50.68999863,no,no,no,no,8.0,0.600000024,0.9318699840000001,13,low,other,10.27999973
2411,2412,male,other,51.88000107,no,no,yes,no,8.699999809,0.300000012,0.9318699840000001,13,low,other,10.27999973
2412,2413,male,other,58.13999939,yes,no,yes,no,8.699999809,0.300000012,0.9318699840000001,16,low,other,10.27999973
2413,2414,male,other,55.36000061,no,no,yes,no,8.699999809,0.300000012,0.9318699840000001,16,low,other,10.27999973
2414,2415,male,afam,40.81999969,no,yes,yes,no,8.699999809,0.300000012,0.9318699840000001,14,low,other,10.27999973
2415,2416,female,other,46.97999954,no,no,yes,no,8.699999809,0.300000012,0.9318699840000001,12,low,other,10.27999973
2416,2417,female,other,37.72000122,no,no,yes,no,7.6999998089999995,3.0,0.9318699840000001,12,low,other,10.27999973
2417,2418,male,other,56.58000183,yes,no,yes,no,7.6999998089999995,3.0,0.9318699840000001,16,low,other,10.27999973
2418,2419,female,other,32.27000046,no,no,yes,no,7.6999998089999995,3.0,0.9318699840000001,13,low,other,10.27999973
2419,2420,female,other,44.90000153,no,no,yes,no,7.6999998089999995,3.0,0.9318699840000001,16,low,other,10.27999973
2420,2421,female,hispanic,50.16999817,no,no,yes,no,6.900000095,2.0,0.9318699840000001,16,low,other,10.27999973
2421,2422,female,hispanic,63.00999832,yes,yes,no,no,6.900000095,2.0,0.9318699840000001,16,low,other,10.27999973
2422,2423,female,other,47.43999863,no,yes,yes,no,6.900000095,2.0,0.9318699840000001,13,high,other,10.27999973
2423,2424,male,other,50.06999969,no,no,yes,no,6.900000095,2.0,0.9318699840000001,12,low,other,10.27999973
2424,2425,female,other,62.93000031,no,no,yes,no,6.900000095,2.0,0.9318699840000001,16,low,other,10.27999973
2425,2426,female,other,43.70000076,yes,yes,yes,no,8.699999809,1.399999976,0.9318699840000001,12,low,other,10.27999973
2426,2427,female,other,60.29999924,no,no,yes,no,8.699999809,1.399999976,0.9318699840000001,15,high,other,10.27999973
2427,2428,male,other,54.34999847,no,no,yes,no,8.699999809,1.399999976,0.9318699840000001,12,low,other,10.27999973
2428,2429,female,other,63.36999893,no,no,yes,no,10.89999962,1.7999999519999998,0.9318699840000001,15,low,other,10.27999973
2429,2430,female,other,56.56000137,no,no,no,no,10.89999962,1.7999999519999998,0.9318699840000001,15,high,other,10.27999973
2430,2431,female,other,55.16999817,no,no,yes,no,10.89999962,1.7999999519999998,0.9318699840000001,12,low,other,10.27999973
2431,2432,male,afam,56.74000168,no,no,no,no,8.0,0.200000003,0.9318699840000001,16,high,other,10.27999973
2432,2433,female,other,57.88000107,yes,yes,yes,no,8.0,0.200000003,0.9318699840000001,16,high,other,10.27999973
2433,2434,female,other,56.34000015,yes,no,yes,no,8.0,0.200000003,0.9318699840000001,16,low,other,10.27999973
2434,2435,female,other,52.02999878,yes,yes,no,no,8.0,0.200000003,0.9318699840000001,15,high,other,10.27999973
2435,2436,female,other,58.65000153,yes,yes,yes,no,8.0,0.200000003,0.9318699840000001,16,high,other,10.27999973
2436,2437,male,other,49.93000031,no,no,yes,no,6.900000095,0.800000012,0.9318699840000001,12,low,other,10.27999973
2437,2438,male,other,55.20000076,no,no,yes,no,6.900000095,0.800000012,0.9318699840000001,13,low,other,10.27999973
2438,2439,male,other,40.56999969,no,no,no,no,6.900000095,0.800000012,0.9318699840000001,12,high,other,10.27999973
2439,2440,female,other,41.22999954,yes,no,yes,no,6.900000095,0.800000012,0.9318699840000001,15,low,other,10.27999973
2440,2441,male,other,52.34999847,yes,yes,yes,no,6.900000095,0.800000012,0.9318699840000001,16,high,other,10.27999973
2441,2442,male,other,67.26000214,no,yes,yes,no,14.10000038,1.7000000480000002,0.9318699840000001,16,high,other,10.27999973
2442,2443,male,other,59.25999832,no,no,yes,no,14.10000038,1.7000000480000002,0.9318699840000001,16,high,other,10.27999973
2443,2444,male,other,48.33000183,yes,no,yes,no,10.0,2.5,0.9318699840000001,12,high,other,10.27999973
2444,2445,female,other,51.40999985,no,no,yes,no,10.0,2.5,0.9318699840000001,12,low,other,10.27999973
2445,2446,male,other,57.72000122,no,no,yes,no,10.0,2.5,0.9318699840000001,16,low,other,10.27999973
2446,2447,male,other,68.72000122,yes,yes,no,no,10.0,2.5,0.9318699840000001,16,low,other,10.27999973
2447,2448,female,other,46.25999832,no,no,yes,no,10.0,2.5,0.9318699840000001,13,low,other,10.27999973
2448,2449,male,afam,38.47999954,no,no,no,no,10.0,2.5,0.9318699840000001,12,high,other,10.27999973
2449,2450,female,afam,42.91999817,no,no,yes,no,10.0,2.5,0.9318699840000001,12,low,other,10.27999973
2450,2451,male,other,59.34000015,no,no,yes,no,10.0,2.5,0.9318699840000001,12,low,other,10.27999973
2451,2452,female,other,52.79999924,no,no,yes,no,10.0,2.5,0.9318699840000001,13,low,other,10.27999973
2452,2453,male,other,47.95999908,no,no,yes,no,10.0,2.5,0.9318699840000001,12,low,other,10.27999973
2453,2454,male,other,41.22000122,no,no,yes,no,10.0,2.5,0.9318699840000001,12,low,other,10.27999973
2454,2455,male,other,53.97000122,no,no,yes,no,11.19999981,2.0,0.9318699840000001,14,low,other,10.27999973
2455,2456,male,other,49.63000107,no,no,yes,no,11.19999981,2.0,0.9318699840000001,16,low,other,10.27999973
2456,2457,female,hispanic,59.93999863,no,no,yes,yes,8.0,1.0,0.9318699840000001,13,low,other,10.27999973
2457,2458,male,other,53.27000046,yes,yes,yes,yes,8.0,1.0,0.9318699840000001,12,low,other,10.27999973
2458,2459,male,other,63.84999847,no,no,no,yes,8.0,1.0,0.9318699840000001,12,low,other,10.27999973
2459,2460,male,other,63.25,no,no,no,yes,8.0,1.0,0.9318699840000001,13,low,other,10.27999973
2460,2461,male,other,61.97000122,no,no,yes,yes,8.0,1.0,0.9318699840000001,17,high,other,10.27999973
